OPPO R17 2500万美颜拍照 6.4英寸水滴屏 光感屏幕指纹 6G+128G 雾光金 全网通 移动联通电信4G 双卡双待手机,2999.00,7.6万+
努比亚（nubia）Z17mini 6GB+64GB 香槟金 全网通 移动联通电信4G手机 双卡双待,999.00,15万+
华为 HUAWEI 畅享8e 青春版 2GB+32GB全面屏 金色 全网通版 移动联通电信4G手机 双卡双待,599.00,14万+
华为 HUAWEI P20 Pro 全面屏徕卡三摄游戏手机 6GB+128GB 极光色 全网通移动联通电信4G手机 双卡双待,4988.00,30万+
联想Z5 6GB+64GB 舒曼黑 6.2英寸全面屏双摄 全网通4G手机  双卡双待,1098.00,11万+
诺基亚 NOKIA X7 6GB+64GB 沁夜黑 蔡司认证 AI智能美拍 全网通 4G双卡双待 游戏手机,1899.00,3.1万+
小米Mix3  6GB+128GB黑色  骁龙845 全网通4G 双卡双待 全面屏拍照游戏智能手机,3299.00,4.1万+
小米6X 全网通 4GB+64GB 曜石黑 移动联通电信4G手机 双卡双待 智能手机 拍照手机,1299.00,65万+
vivo Y73 3GB+32GB 香槟金 大屏大内存全面屏手机 移动联通电信全网通4G手机,799.00,3.1万+
华为畅享8 Plus 高清四摄大电池 4G+64G 金色 全网通版 移动联通电信4G手机 双卡双待,1199.00,19万+
华为 HUAWEI 畅享8e 青春版 2GB+32GB全面屏 金色 全网通版 移动联通电信4G手机 双卡双待,599.00,14万+
华为 HUAWEI P20 Pro 全面屏徕卡三摄游戏手机 6GB+128GB 极光色 全网通移动联通电信4G手机 双卡双待,4988.00,30万+
联想Z5 6GB+64GB 舒曼黑 6.2英寸全面屏双摄 全网通4G手机  双卡双待,1098.00,11万+
诺基亚 NOKIA X7 6GB+64GB 沁夜黑 蔡司认证 AI智能美拍 全网通 4G双卡双待 游戏手机,1899.00,3.1万+
vivo X23全息幻彩版 6GB+128GB 北极晨曦 水滴屏全面屏 游戏手机 移动联通电信全网通4G手机,2798.00,1.4万+
小米6X 全网通 4GB+64GB 曜石黑 移动联通电信4G手机 双卡双待 智能手机 拍照手机,1299.00,65万+
vivo Y73 3GB+32GB 香槟金 大屏大内存全面屏手机 移动联通电信全网通4G手机,799.00,3.1万+
华为畅享8 Plus 高清四摄大电池 4G+64G 金色 全网通版 移动联通电信4G手机 双卡双待,1199.00,19万+
荣耀9i 4GB+64GB 魅海蓝 移动联通电信4G全面屏手机 双卡双待,1199.00,106万+
魅族 魅蓝 6T 全面屏手机 全网通公开版 3GB+32GB 曜石黑 移动联通电信4G手机 双卡双待,699.00,5.7万+
飞利浦（PHILIPS）E171L 曜石黑 直板按键 移动联通 老人手机 老年功能机,198.00,12万+
三星 Galaxy S8（SM-G9500）4GB+64GB 谜夜黑 移动联通电信4G手机 双卡双待,3398.00,9.5万+
努比亚 nubia 红魔Mars电竞手机 全面屏 游戏手机 8GB+128GB 曜石黑 移动联通电信4G手机 双卡双待,3199.00,2000+
华为 HUAWEI Mate 10 Pro 全面屏徕卡双摄游戏手机 6GB+128GB 银钻灰 全网通移动联通电信4G手机 双卡双待,3799.00,24万+
荣耀9青春版 全网通 高配版 4GB+32GB 海鸥灰 移动联通电信4G全面屏手机 双卡双待,1399.00,124万+
华为 HUAWEI nova 3e全面屏2400万前置摄像 4GB +64GB铂光金 全网通版移动联通电信4G手机 双卡双待,1590.00,29万+
Apple 苹果 iPhone XR 手机 黑色 全网通 128GB,6398.00,9000+
荣耀畅玩7A 全面屏手机 全网通标配版 2GB+32GB 铂光金 移动联通电信4G手机 双卡双待,699.00,39万+
华为 HUAWEI nova 2S 全面屏四摄 4GB +64GB 曜石黑 移动联通电信4G手机 双卡双待,1599.00,26万+
Apple iPhone 7 Plus (A1661) 128G 黑色 移动联通电信4G手机,5399.00,86万+
荣耀 畅玩7X 4GB+32GB 全网通4G全面屏手机 标配版 铂光金,999.00,118万+
魅族 16th 全面屏游戏手机 6GB+64GB 静夜黑 全网通移动联通电信4G手机 双卡双待,2698.00,8.2万+
诺基亚 NOKIA X6 6GB+64GB 星空黑 全网通 双卡双待 移动联通电信4G手机,1599.00,17万+
努比亚 nubia 红魔 全面屏 游戏手机 8GB+128GB 烈焰红 移动联通电信4G手机 双卡双待,2499.00,4.1万+
Z36GB+64GB极光蓝性能实力派全面屏游戏手机,1798.00,11万+
飞利浦（PHILIPS） E106 石墨黑 环保材质 防尘防滑 直板按键 移动联通2G 双卡双待 老人手机 学生备用功能机,99.00,42万+
飞利浦 PHILIPS E258S 宝石蓝 直板按键 移动/联通2G 老人手机 老年功能手机,169.00,3.9万+
vivo NEX 零界全面屏AI双摄游戏手机 8GB+128GB 星钻黑 移动联通电信全网通4G手机,4298.00,10万+
小米8屏幕指纹版 8GB+128GB 透明版 全网通4G 双卡双待 全面屏拍照游戏智能手机,3199.00,3.6万+
Apple iPhone 7 (A1660) 32G 玫瑰金色 移动联通电信4G手机,3398.00,85万+
OPPO Find X曲面全景屏 波尔多红 8GB+128GB 全网通 移动联通电信全网通4G 双卡双待手机,4999.00,5.7万+
小米Max3 大屏游戏智能手机 6GB+128GB 黑色 全网通4G手机 双卡双待,1899.00,9.1万+
ROG游戏手机 8GB+128GB 骁龙845 液冷散热 全面屏 全网通4G双卡双待,5999.00,5600+
诺基亚（NOKIA）新105 黑色 直板按键 移动联通2G手机 老人手机 学生备用功能机,149.00,51万+
三星 Galaxy S8+（SM-G9550）6GB+128GB 勃艮第红 移动联通电信4G手机 双卡双待,4099.00,6.2万+
华为（HUAWEI） 荣耀9i手机 魅海蓝 全网通4+64G标配版,1078.00,1.4万+
飞利浦（PHILIPS） E163K 陨石黑 移动联通2G直板按键老人手机 双卡双待 超长待机 老年手机 学生备用功能机,135.00,14万+
小米（MI） 红米6A 智能老人手机 流沙金 全网通 2G+16G,512.00,4.2万+
华为畅享8 全面屏三卡槽 4GB+64GB 金色 全网通高配版 移动联通电信4G手机 双卡双待,1199.00,17万+
华为 HUAWEI 畅享MAX 4GB+64GB 幻夜黑 全网通版 珍珠屏杜比全景声大电池 移动联通电信4G手机 双卡双待,1499.00,1.3万+
vivo Z1极光特别版 新一代全面屏AI双摄,1298.00,43万+
华为（HUAWEI） 荣耀 畅玩7 全网通 移动联通电信4G 全面屏智能老人手机 双卡双待 金色 (2G RAM+16G ROM),495.00,1.5万+
vivo X21 全面屏 双摄拍照游戏手机 6GB+128GB 冰钻黑 移动联通电信全网通4G手机,2498.00,15万+
魅族 M15 全面屏手机 全网通公开版 4GB+64GB 曜岩黑  双卡双待 魅族 15青春版,1198.00,3.1万+
OPPO A5 全面屏拍照手机 4GB+64GB 幻镜蓝 全网通 移动联通电信4G 双卡双待手机,1499.00,7.4万+
OPPO 【6期免息】K1 首款千元屏下指纹解锁手机 6.4英寸水滴屏 梵星蓝（6+64G）,1799.00,2.3万+
小辣椒 红辣椒Q5+高配版 2GB+16GB 白色 学生老人手机 智能商务手机 移动联通电信4G 双卡双待,359.00,1.8万+
中兴 ZTE Blade A3 曜石黑 3G+32G 国民长续航 双摄大内存 双卡双待全网通4G手机,499.00,5.2万+
小米8 全面屏游戏智能手机 6GB+64GB 黑色 全网通4G 双卡双待,2299.00,82万+
华为 HUAWEI 畅享7S 全面屏双摄 4GB +64GB 黑色 移动联通电信4G手机 双卡双待,1099.00,21万+
Apple 苹果 iPhone Xs 手机 金色 全网通 64GB,7878.00,8900+
vivo Y83 刘海全面屏 4GB+32GB 极夜黑 移动联通电信4G手机,999.00,4.4万+
联想K5 Note 4GB+64GB 极地黑 6英寸全面屏双摄 3760mAh大电池 全网通4G手机 双卡双待,748.00,2.5万+
vivo 【新品上市】X23幻彩版 水滴屏全面屏 6GB+128GB 超大广角拍照 双卡双待智能手机 北极晨曦,2798.00,2200+
小米 红米5 Plus 全面屏拍照手机 4GB+64GB 金色 全网通4G手机 双卡双待,999.00,90万+
小辣椒 红辣椒7X 4+64GB 学生智能手机 美颜双摄 微Q多开 人脸识别 移动联通电信4G全网通 蓝色,699.00,4.7万+
OPPO K1 首款千元屏下指纹解锁手机 6.4英寸水滴屏 新品手机 全网通 双卡双待 梵星蓝 4G+64G,1599.00,6700+
魅族 Note8 全面屏手机 4GB+64GB 曜黑 全网通移动联通电信4G手机 双卡双待,1298.00,1.1万+
华为 HUAWEI nova 3i 全面屏高清四摄游戏手机4GB+128GB 亮黑色 全网通移动联通电信4G手机双卡双待,1899.00,11万+
三星 Galaxy A9 Star lite（SM-A6050）4GB+64GB版 夜空黑 移动联通电信4G手机 双卡双待,1498.00,1.3万+
小米 红米5 Plus 全面屏拍照手机 4GB+64GB 金色 全网通4G手机 双卡双待,999.00,90万+
小辣椒 红辣椒7X 4+64GB 学生智能手机 美颜双摄 微Q多开 人脸识别 移动联通电信4G全网通 蓝色,699.00,4.7万+
魅族 Note8 全面屏手机 4GB+64GB 曜黑 全网通移动联通电信4G手机 双卡双待,1298.00,1.1万+
华为 HUAWEI nova 3i 全面屏高清四摄游戏手机4GB+128GB 亮黑色 全网通移动联通电信4G手机双卡双待,1899.00,11万+
三星 Galaxy S8（SM-G9500）4GB+64GB 谜夜黑 移动联通电信4G手机 双卡双待,3398.00,9.5万+
三星 Galaxy A9 Star lite（SM-A6050）4GB+64GB版 夜空黑 移动联通电信4G手机 双卡双待,1498.00,1.3万+
OPPO 【12期免息】R17 幻色渐变机身屏下指纹手机 6+128G 6.4英寸 流光蓝 全网通(6G RAM+128G ROM),2999.00,9900+
华为畅享7 Plus 4GB+64GB 香槟金 移动联通电信4G手机 双卡双待,999.00,20万+
荣耀8X 千元屏霸 91%屏占比 2000万AI双摄 4GB+64GB 幻夜黑 移动联通电信4G全面屏手机 双卡双待,1399.00,63万+
天语（K-TOUCH）T2 移动/联通2G 直板按键 双卡双待 老人手机 学生备用功能机 金色,79.00,24万+
守护宝（上海中兴）F888  直板 按键 超长待机 三防老人手机 双卡双待 黑色 2G移动/联通版,169.00,10万+
努比亚 nubia X 双面屏 深空灰 8GB+128GB 全网通 移动联通电信4G手机 双卡双待,3699.00,9400+
vivo Y83 全面屏手机 移动联通电信4G全网通 双卡双待 美颜拍照 大屏智能手机 4+32GB 极夜黑,999.00,1万+
联想K5 Pro 6GB+128GB 格调黑 千元影霸 1600万AI四摄 4050mAh大电池 全网通4G手机 双卡双待,1198.00,1万+
360手机 N7 全网通 6GB+64GB 石墨黑 移动联通电信4G手机 双卡双待 全面屏 游戏手机,1199.00,13万+
中兴天机 Axon 7s公开版 华尔金 4G+128G 超清双摄 天籁音质 双卡双待全网通4G手机,1149.00,900+
vivo Y73 全面屏 大屏拍照 面部指纹双解锁 骁龙八核 双卡双待 4G全网通 智能手机 香槟金 3GB 32GB,799.00,9700+
诺基亚 NOKIA 8110 移动联通4G手机 黑色 直板按键  双卡双待 经典复刻 炫酷滑盖 4G热点备用功能机,499.00,3.9万+
Apple 苹果 iPhone Xs 移动联通电信4G手机 金色 64GB,7878.00,8600+
vivo Z1青春版 新一代全面屏AI双摄手机 4GB+32GB 黑金 移动联通电信全网通4G手机,1098.00,1.3万+
vivo 【直降100 领券再减150】Z3 高通骁龙处理器 水滴全面屏 双摄拍照 游戏手机 星夜黑 6GB  64GB,1798.00,1.4万+
飞利浦（PHILIPS） E316 深宝蓝 大屏超长待机 直板按键  移动联通2G 双卡双待 老人手机 学生备用功能机,199.00,11万+
Apple 苹果 iPhone Xr 手机 黑色 全网通 128G,6398.00,4000+
三星 Galaxy S9+（SM-G9650/DS）6GB+128GB 谜夜黑 移动联通电信4G 游戏手机 双卡双待,6448.00,5.3万+
荣耀Magic2 麒麟980AI智能芯片 超广角AI三摄 6GB+128GB 渐变蓝 移动联通电信4G手机 双卡双待,3799.00,4.3万+
魅族 V8 全面屏手机 3GB+32GB 磨砂黑 全网通移动联通电信4G手机 双卡双待,699.00,1.2万+
华为（HUAWEI） 荣耀畅玩7 2GB+16GB 全网通手机 蓝色,488.00,3400+
Apple 苹果 iPhone Xs Max 手机 金色 全网通 256GB,9928.00,9200+
Apple 苹果 iPhone XR 手机 全网通4G手机 黑色 128GB,6399.00,5600+
vivo 【直降100】Z1 新一代全面屏 双摄拍照 4G全网通 双卡双待  4G+64G大内存手机 极光特别版,1298.00,4.1万+
飞利浦 PHILIPS E256S 陨石黑 双屏翻盖 大屏大字 长待机 移动联通2G 双卡双待 老人手机 学生备用功能机,289.00,1.1万+
OPPO A5 全面屏拍照手机 3GB+64GB 幻镜蓝 全网通 移动联通电信4G 双卡双待手机,1299.00,1.6万+
纽曼（Newman） V98 全网通老人手机 移动联通电信 三防老年机 三卡三待军工电霸超长待机 橙色,258.00,7600+
华为（HUAWEI） mate20pro手机 亮黑色 8G+128G 全网通（UD屏内指纹版）,6288.00,3200+
OPPO 【6期免息】K1 首款屏下指纹水滴屏手机 4G+64G版 梵星蓝,1599.00,2.3万+
OPPO A1 全面屏拍照手机 3GB+32GB 樱桃红 全网通 移动联通电信4G 双卡双待手机,999.00,6.8万+
锤子（smartisan） 坚果 R1 6G+64GB 碳黑色 全面屏双摄  全网通4G手机 双卡双待  游戏手机,2399.00,5万+
爱心东东华为（HUAWEI） 华为Mate20 Pro 手机 亮黑色 全网通8GB+128GB(UD版 屏幕指纹),6298.00,1800+
华为 HUAWEI Mate 10 6GB+128GB 香槟金 移动联通电信4G手机 双卡双待,3399.00,31万+
华为（HUAWEI） 荣耀7C 畅玩7C手机 极光蓝 全网通（3G+32G）,718.00,1.9万+
荣耀10青春版 幻彩渐变 2400万AI自拍 全网通版4GB+64GB 渐变蓝 移动联通电信4G全面屏手机 双卡双待,1399.00,2万+
小米（MI） 红米6 Pro 手机 曜石黑 全网通 4G+64G,995.00,1.9万+
三星 Galaxy A9s (SM-A9200) 后置四摄 Bixby 全面屏手机6GB+128GB 柠沁蓝 全网通4G 双卡双待,3499.00,2300+
三星 Galaxy A6s (SM-G6200) 全面屏 性价比智能手机 6GB+64GB 撒浪黑 全网通4G 双卡双待,1799.00,5000+
联想S5 4G+64G 星夜黑 全金属一体化机身 FHD+ 全面屏双摄 全网通4G手机 双卡双待,798.00,1.7万+
努比亚（nubia）Z17S 全面屏 游戏手机 黑金 6GB+64GB 全网通 移动联通电信4G手机 双卡双待,1799.00,3.3万+
【领券减150】vivo Z1 新一代全面屏 双摄拍照手机4G全网通 6GB+64GB大内存智能手 极光特别版,1598.00,2万+
华为畅享8e 全面屏后置双摄 3G+32G 金色 全网通版 移动联通电信4G手机 双卡双待,799.00,5.4万+
OPPO 【3期免息】K1 首款千元屏下指纹解锁手机,1799.00,2.3万+
三星 Galaxy Note8（SM-N9500）6GB+128GB 芭比粉 移动联通电信4G手机 双卡双待,4498.00,3.6万+
飞利浦（PHILIPS）E171L 相思红 直板按键 移动联通 老人手机 老年功能机,198.00,3.5万+
飞利浦（ PHILIPS）E108 陨石黑 直板按键 移动联通2G 双卡双待 老人手机 老年功能机 学生机备机,79.00,4万+
华为（HUAWEI） 荣耀Play手机 幻夜黑 全网通6G+128G尊享版,1888.00,1.2万+
OPPO K1 首款千元屏下指纹解锁手机 6.4英寸水滴屏 新品手机 全网通 双卡双待 梵星蓝 4G+64G,1599.00,6700+
360手机 N6 全网通 6GB+64GB 璀璨金 移动联通电信4G手机 双卡双待,1079.00,31万+
华为 HUAWEI 麦芒7 6G+64G 亮黑色 全网通  前置智慧双摄  移动联通电信4G手机 双卡双待,2199.00,1.2万+
vivo Y73 3GB+32GB 香槟金 大屏大内存全面屏手机 移动联通电信全网通4G手机,799.00,3.1万+
Apple 苹果  iPhone X 全面屏手机 深空灰色 全网通 64GB,6299.00,4.2万+
华为（HUAWEI） 荣耀10手机GT游戏加速 幻影蓝 全网通6G+128G尊享版,2244.00,1.3万+
酷派 B770 2GB+16GB 金色 移动4G手机 双卡双待,299.00,7.9万+
360手机 N6 全网通 6GB+64GB 璀璨金 移动联通电信4G手机 双卡双待,1079.00,31万+
华为 HUAWEI 麦芒7 6G+64G 亮黑色 全网通  前置智慧双摄  移动联通电信4G手机 双卡双待,2199.00,1.2万+
Apple 苹果  iPhone X 全面屏手机 深空灰色 全网通 64GB,6299.00,4.2万+
华为（HUAWEI） 荣耀10手机GT游戏加速 幻影蓝 全网通6G+128G尊享版,2244.00,1.3万+
海信(Hisense)A6双屏手机 全面屏墨水屏 6GB+128GB 睿黑 双卡双待全网通4G手机,3499.00,3100+
酷派 B770 2GB+16GB 金色 移动4G手机 双卡双待,299.00,7.9万+
Apple 苹果 iphone XS 手机 金色 全网通 64G,7878.00,3900+
飞利浦 E160 磨砂黑移动联通2G老人手机 双卡双待,128.00,1.7万+
小米8SE 全面屏智能手机 4GB+64GB 金色 全网通4G 双卡双待,1499.00,49万+
爱心东东华为（HUAWEI） 荣耀10 GT游戏手机 幻影蓝 全网通6GB+128GB尊享版,2245.00,1.1万+
魅族 X8 准旗舰游戏拍照手机 4GB+64GB 亮黑 全网通移动联通电信4G手机 双卡双待,1498.00,9900+
三星 Galaxy A9 Star（SM-G8850）4GB+64GB版 极夜黑 移动联通电信4G手机 双卡双待,2199.00,7300+
OPPO OPPO A7x 全面屏拍照手机 4GB+128GB 星空紫 全网通 移动联通电信4G 双卡双待手机,1999.00,1.2万+
华为（HUAWEI） 荣耀 畅玩7 智能老人手机 金色 全网通(2G+16G),463.00,9700+
天语（K-TOUCH）T3 直板 按键 超长待机 三防老人手机 双卡双待 2G移动/联通版 黑色,128.00,6.9万+
爱心东东飞利浦（PHILIPS） E151Y 电信版天翼直板老人手机 超长待机老年手机 学生备用功能机 陨石黑,188.00,2.8万+
荣耀9青春版 全网通 高配版 4GB+32GB 海鸥灰 移动联通电信4G全面屏手机 双卡双待,1399.00,124万+
小米（MI） 小米6x 手机 曜石黑 全网通(6G+64G),1299.00,1.7万+
华为（HUAWEI） 荣耀7A 畅玩7A 手机 2GB+32GB极光蓝 全网通,568.00,6400+
Apple 苹果 iPhone 6s Plus 4G手机 玫瑰金 全网通 32GB,2688.00,3万+
华为（HUAWEI） 荣耀 畅玩7 全网通4G手机 金色 全网通(2+16G),463.00,3100+
vivo X23 8+128GB 屏幕指纹 AI非凡摄影 超大广角拍照 水滴全面屏 智能手机 魅影紫,3498.00,6700+
爱心东东华为（HUAWEI） P20 手机 极光色 全网通 6GB+64G【华为官方直供】,3388.00,3300+
飞利浦（PHILIPS）E135X 炫舞红 超长待机 移动联通 翻盖老人手机 老年机,288.00,1.5万+
荣耀畅玩7C 全面屏手机 全网通标配版 3GB+32GB 极光蓝 移动联通电信4G手机 双卡双待,799.00,76万+
联想S5 Pro 6GB+64GB 纯臻金 2000万AI四摄 偶像级自拍 光学变焦 全网通4G手机 双卡双待,1198.00,3.2万+
华为（HUAWEI） 荣耀畅玩7 全面屏 智能老人手机 蓝色 全网通（2G+16G）,485.00,1.5万+
ROG游戏手机 8GB+128GB 骁龙845 液冷散热 全面屏 全网通4G双卡双待,5999.00,5600+
诺基亚 7 Plus (Nokia 7 Plus) 6GB+64GB 黑色 游戏手机 全网通 双卡双待 移动联通电信4G手机,1999.00,5.9万+
朵唯（DOOV） V11 移动联通双4G智能手机超薄老人4G手机 学生女性大屏大字超薄老年智能手机 星光金 1G+16G,288.00,4100+
小米Note3 美颜双摄拍照手机 6GB+128GB 黑色 移动4G+全网通4G手机 双卡双待,1859.00,57万+
华为（HUAWEI） 荣耀9i手机 魅海蓝 4GB+64GB全网通,1069.00,8800+
vivo Y73 全面屏 大屏拍照 面部指纹双解锁 骁龙八核 双卡双待 4G全网通 智能手机 磨砂黑 3GB 32GB,799.00,9700+
魅族 15 全面屏手机 全网通公开版 4GB+64GB 砚黑 移动联通电信4G手机 双卡双待,1498.00,2.7万+
Apple 苹果5s  iPhone 5s (A1530) 4英寸 移动联通双4G手机 金色 官方标配 16G,1189.00,1.7万+
三星 Galaxy S9（SM-G9600/DS）4GB+128GB 谜夜黑 移动联通电信4G手机 双卡双待,5448.00,3万+
飞利浦（PHILIPS）E133X 陨石黑 电信CDMA 老人手机 直板按键 超长待机 学生功能备用机,218.00,4.2万+
爱心东东OPPO R17【12期免息+已降200+送智能手环】幻色渐变手机屏幕指纹解锁全网通128G版大内存 R17 流光蓝(8G+128G),3499.00,6800+
爱心东东OPPO K1【6期免息送智能手环】千元光感屏幕指纹手机 6.4英寸水滴全面屏 高通骁龙处理器全网通 K1 梵星蓝(6G+64G),1799.00,5800+
meitu/美图M8s 芭比粉 4GB+64GB 自拍 云美化 夜景美化 智能 正品 手机 电影人像 4G全网通,1299.00,2.5万+
荣耀畅玩8C两天一充 莱茵护眼 超清刘海屏 全网通版4GB+32GB 星云紫 移动联通电信4G全面屏手机 双卡双待,999.00,6.4万+
努比亚nubia Z17miniS 小牛8 深海蓝 6GB+64GB 全网通 移动联通电信4G手机 双卡双待,1099.00,5.6万+
Apple 苹果6  iPhone6手机 金色 全网通标配 32GB,2377.00,2.2万+
爱心东东OPPO K1 手机【3期免息 赠原装耳机】千元首款屏幕指纹 前置2500W 骁龙660处理器 梵星蓝（6G+64G） 双卡双待 全网通,1799.00,2600+
努比亚 nubia Z18 全面屏3.0 极夜黑 8GB+128GB 全网通 移动联通电信4G手机 双卡双待,2999.00,8400+
天语（K-TOUCH）Q21 移动/联通2G 直板按键 双卡双待 老人手机 学生备用功能机 金色,69.00,4.4万+
小米（MI） 红米6A 老人手机 流沙金 2GB+16GB全网通,512.00,2.7万+
努比亚（nubia） V18 全面屏 长续航手机 4GB+64GB 曜石黑 移动联通电信全网通4G手机 双卡双待,999.00,1.2万+
努比亚 nubia 红魔 全面屏 游戏手机 8GB+128GB 烈焰红 移动联通电信4G手机 双卡双待,2499.00,4.1万+
爱心东东尼凯恩（neken） EN3 电霸 移动/联通 双卡双待 老人手机 三防手机 深空黑,99.00,11万+
